warm-start from previous mshoot best
warm-start from previous fourbar best
x0(P19): CLτ 38.1% CLdq 16.7% | JW02 418.1 | JW06 1235.9/299.3 | s2s 4926.8 | 0604 164.5
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
BEST r0 nev=1048 J=0.8786 stiff=0.995 ref=1.53 fv_hip=0.478 fc_hip=0.0745 fv_knee=0.0411 fc_knee=0.0803 solref=0.01 imp0=0.572 arm_knee=0.0122 M_c=0.613 I_th=0.652 I_ca=1.42 dz_th=0.0269 dz_ca=0.119 tm=1.69e-05 c_qs=0.117 v0=24 o1_429=0.0886 o2_429=-0.0455 pre30=0.0186 [10.0m]
BEST r0 nev=1074 J=0.8778 stiff=1.01 ref=1.54 fv_hip=0.525 fc_hip=0.104 fv_knee=0.047 fc_knee=0.0685 solref=0.00921 imp0=0.549 arm_knee=0.012 M_c=0.635 I_th=0.623 I_ca=1.44 dz_th=0.0205 dz_ca=0.117 tm=9.67e-05 c_qs=0.146 v0=25 o1_429=0.0952 o2_429=-0.058 pre30=0.00215 [10.3m]
BEST r0 nev=1124 J=0.8776 stiff=1.04 ref=1.5 fv_hip=0.415 fc_hip=0.0854 fv_knee=0.0375 fc_knee=0.0462 solref=0.0117 imp0=0.559 arm_knee=0.0116 M_c=0.607 I_th=0.618 I_ca=1.45 dz_th=0.0102 dz_ca=0.118 tm=0.000611 c_qs=0.119 v0=30.6 o1_429=0.089 o2_429=-0.0314 pre30=0.011 [10.8m]
BEST r0 nev=1128 J=0.8762 stiff=1.03 ref=1.5 fv_hip=0.492 fc_hip=0.107 fv_knee=0.0408 fc_knee=0.035 solref=0.00954 imp0=0.576 arm_knee=0.0118 M_c=0.598 I_th=0.568 I_ca=1.44 dz_th=0.0186 dz_ca=0.12 tm=0.000583 c_qs=0.102 v0=33.3 o1_429=0.0879 o2_429=-0.0523 pre30=0.00918 [10.8m]
BEST r0 nev=1174 J=0.8752 stiff=0.898 ref=1.5 fv_hip=0.54 fc_hip=0.121 fv_knee=0.0518 fc_knee=0.0586 solref=0.0102 imp0=0.582 arm_knee=0.0132 M_c=0.655 I_th=0.583 I_ca=1.43 dz_th=0.0253 dz_ca=0.118 tm=0.000719 c_qs=0.155 v0=35.1 o1_429=0.0806 o2_429=-0.0205 pre30=0.002 [11.2m]
BEST r0 nev=1213 J=0.8751 stiff=0.99 ref=1.52 fv_hip=0.519 fc_hip=0.109 fv_knee=0.0519 fc_knee=0.0726 solref=0.00967 imp0=0.559 arm_knee=0.0121 M_c=0.62 I_th=0.555 I_ca=1.37 dz_th=0.0364 dz_ca=0.118 tm=0.000578 c_qs=0.124 v0=31.7 o1_429=0.077 o2_429=-0.0372 pre30=0.0284 [11.5m]
BEST r0 nev=1217 J=0.8750 stiff=0.912 ref=1.5 fv_hip=0.536 fc_hip=0.0946 fv_knee=0.0319 fc_knee=0.0606 solref=0.0108 imp0=0.53 arm_knee=0.0126 M_c=0.617 I_th=0.556 I_ca=1.42 dz_th=0.0102 dz_ca=0.12 tm=0.000891 c_qs=0.16 v0=30.8 o1_429=0.0802 o2_429=-0.045 pre30=0.0166 [11.5m]
BEST r0 nev=1265 J=0.8748 stiff=0.94 ref=1.5 fv_hip=0.381 fc_hip=0.105 fv_knee=0.0559 fc_knee=0.0903 solref=0.00871 imp0=0.552 arm_knee=0.0125 M_c=0.622 I_th=0.56 I_ca=1.41 dz_th=0.0143 dz_ca=0.117 tm=0.000733 c_qs=0.134 v0=33.8 o1_429=0.0909 o2_429=-0.0383 pre30=0.0268 [12.1m]
BEST r0 nev=1300 J=0.8739 stiff=0.968 ref=1.52 fv_hip=0.481 fc_hip=0.141 fv_knee=0.0527 fc_knee=0.0741 solref=0.00857 imp0=0.516 arm_knee=0.0135 M_c=0.574 I_th=0.622 I_ca=1.43 dz_th=0.000263 dz_ca=0.116 tm=0.000792 c_qs=0.169 v0=37.7 o1_429=0.0889 o2_429=-0.0483 pre30=0.00151 [12.3m]
BEST r0 nev=1317 J=0.8738 stiff=1.01 ref=1.5 fv_hip=0.379 fc_hip=0.139 fv_knee=0.0636 fc_knee=0.0895 solref=0.00867 imp0=0.513 arm_knee=0.0124 M_c=0.613 I_th=0.584 I_ca=1.45 dz_th=0.0165 dz_ca=0.0922 tm=0.000152 c_qs=0.129 v0=37.3 o1_429=0.0971 o2_429=-0.0616 pre30=0.0093 [12.6m]
